district,precinct
1,3115500006P
1,3115500011P
1,3110900186P
1,3115500014P
1,3102500001P
1,3102500002P
1,3102500004P
1,3110900188P
1,3110900195P
1,3110900197P
1,3113100001P
1,3102500001W
1,3102500002W
1,3102500008P
1,3102500011P
1,3102500003P
1,3102500005P
1,31025000031
1,3102500018P
1,31153000011
1,31153000012
1,3102500006P
1,3115500018P
1,3102500003W
1,3102500004W
1,3102500005W
1,3102500007W
1,3113100002P
1,3102500006W
1,3102500010P
1,31153000046
1,3102500008W
1,3102500019P
1,310250003W2
1,3102500009W
1,3102500009P
1,3102500012P
1,3102500013P
1,3102500014P
1,3113100003P
1,3102500017P
1,31153000048
1,3102500015P
1,3102500020P
1,3113100013P
1,3102500016P
1,3115500003P
1,31055008_41
1,3115500004P
1,31055008_39
1,3117700006P
1,31055001_02
1,31055001_31
1,31055002_03
1,31055002_23
1,31055002_24
1,31055008_07
1,31055008_09
1,31055001_03
1,31055001_04
1,31055001_05
1,31055008_11
1,31055001_23
1,31055002_07
1,31055002_25
1,31055001_07
1,31055001_08
1,31055002_11
1,31055002_12
1,31055002_14
1,31055001_09
1,31055001_11
1,31055001_14
1,31055001_15
1,31055001_10
1,31055001_25
1,31055001_27
1,31055001_28
1,31055001_16
1,31055001_12
1,31055001_13
1,31055001_20
1,31055001_22
1,31055001_29
1,31055001_30
1,31055007_15
1,31055001_17
1,31055001_18
1,31055001_19
1,31055001_24
1,31055001_26
1,31055003_03
1,31055003_10
1,31055003_20
1,31055003_23
1,31055001_21
1,31055006_25
1,31055006_02
1,31055007_18
1,31055007_24
1,31055008_60
1,31055003_04
1,31055007_01
1,31055007_09
1,31055008_10
1,31055002_01
1,31055002_02
1,31055002_04
1,31055002_05
1,31055002_06
1,31055002_19
1,31055002_20
1,31055002_09
1,31055002_15
1,31055002_21
1,31055002_08
1,31055002_10
1,31055002_13
1,31055002_22
1,31055002_17
1,31055002_16
1,31055002_18
1,31055003_02
1,31055003_06
1,31055003_21
1,31055003_07
1,31055003_18
1,31055003_08
1,31055003_09
1,31055003_05
1,31055003_11
1,31055004_13
1,31055003_22
1,31055003_19
1,31055003_12
1,31055003_14
1,31055003_15
1,31055003_16
1,31055004_01
1,31055003_13
1,31055004_04
1,31055004_05
1,31055004_16
1,31055003_26
1,31055003_17
1,31055003_24
1,31055003_25
1,31055004_08
1,31055006_07
1,31055006_27
1,31055005_01
1,31055004_02
1,31055004_03
1,31055004_14
1,31055004_18
1,31055004_06
1,31055004_07
1,31055004_10
1,31055004_15
1,31055004_11
1,31055004_17
1,31055004_12
1,31055004_19
1,31055008_01
1,31055008_04
1,31153000034
1,31055004_09
1,31153000001
1,31153000018
1,31153000017
1,31153000016
1,31055004_20
1,31055004_21
1,31055005_05
1,31055008_02
1,31055008_03
1,31055008_05
1,31055008_06
1,31153000032
1,31055005_09
1,31055005_24
1,31153000031
1,31055005_02
1,31055005_23
1,31055006_08
1,31055005_03
1,31055005_06
1,31055005_25
1,31055006_09
1,31055006_12
1,31055005_28
1,31055005_07
1,31055005_10
1,31055005_11
1,31055005_12
1,31055005_14
1,31055005_26
1,31055006_13
1,31153000057
1,31055005_18
1,31153000056
1,31055005_13
1,31055006_17
1,31055006_18
1,31055006_20
1,31055005_15
1,31055005_31
1,31055006_21
1,31055006_31
1,31055005_19
1,31055005_27
1,31055005_16
1,31055005_17
1,31055005_34
1,31055005_35
1,31055005_30
1,31055005_32
1,31055008_37
1,31055005_33
1,31153000054
1,31153000062
1,31153000052
1,31055008_53
1,31055008_44
1,31055008_46
1,31055008_47
1,31153000051
1,31153000053
1,31055006_03
1,31055006_04
1,31055006_26
1,31055006_14
1,31055006_28
1,31055006_10
1,31055006_11
1,31055008_27
1,31055006_15
1,31055006_29
1,31055007_21
1,31055006_16
1,31055006_34
1,31055006_19
1,31055006_30
1,31055006_22
1,31055006_23
1,31055006_32
1,31055008_43
1,31055006_24
1,31055006_35
1,31055007_14
1,31055008_24
1,31055008_42
1,31055008_49
1,31055007_19
1,31055007_20
1,31055008_45
1,31055006_33
1,31055008_55
1,31055007_27
1,31055007_32
1,31055007_33
1,31055007_34
1,31055008_23
1,31055008_50
1,31055007_02
1,31055007_05
1,31055008_12
1,31055007_03
1,31055007_04
1,31055007_11
1,31055007_12
1,31055007_26
1,31055008_15
1,31055008_17
1,31055008_18
1,31055008_51
1,31055007_10
1,31055007_16
1,31055007_25
1,31055007_17
1,31055007_30
1,31055007_13
1,31055007_28
1,31055007_29
1,31055008_19
1,31055008_20
1,31055007_31
1,31055008_08
1,3117700013P
1,3117700014P
1,31055008_13
1,3117700012P
1,31055008_14
1,31055008_57
1,31055008_59
1,3117700015P
1,31055008_16
1,31055008_52
1,31055008_58
1,31055008_40
1,31055008_48
1,3115500010P
1,31055008_56
1,3110900206P
1,3110900209P
1,3110900211P
1,3113100009P
1,3110900001P
1,3110900010P
1,3110900016P
1,3110900018P
1,3110900184P
1,3110900308P
1,3110900002P
1,3110900021P
1,3110900027P
1,3110900309P
1,3110900313P
1,3110900003P
1,3110900023P
1,3110900029P
1,3110900031P
1,3110900044P
1,3110900004P
1,3110900032P
1,3110900033P
1,3110900034P
1,3110900005P
1,3110900046P
1,3110900047P
1,3110900049P
1,3110900050P
1,3110900143P
1,3110900006P
1,3110900053P
1,3110900056P
1,3110900008P
1,3110900009P
1,3110900128P
1,3110900145P
1,3110900051P
1,3110900109P
1,3110900125P
1,3110900127P
1,3110900011P
1,3110900012P
1,3110900015P
1,3110900028P
1,3110900194P
1,3110900065P
1,3110900066P
1,3110900311P
1,3110900014P
1,3110900089P
1,3110900199P
1,3110900301P
1,3110900017P
1,3110900058P
1,3110900061P
1,3110900035P
1,3110900022P
1,3110900176P
1,3110900039P
1,3110900038P
1,3110900036P
1,3110900055P
1,3110900140P
1,3110900042P
1,3110900041P
1,3110900043P
1,3110900139P
1,3110900108P
1,3110900054P
1,3110900057P
1,3110900104P
1,3110900105P
1,3110900106P
1,3110900059P
1,3110900063P
1,3110900060P
1,3110900064P
1,3110900068P
1,3110900067P
1,3110900071P
1,3110900069P
1,3110900070P
1,3110900072P
1,3110900077P
1,3110900078P
1,3110900081P
1,3110900082P
1,3110900073P
1,3110900074P
1,3110900179P
1,3110900303P
1,3110900075P
1,3110900307P
1,3110900076P
1,3110900086P
1,3110900216P
1,3110900306P
1,3110900324P
1,3110900080P
1,3110900084P
1,3110900090P
1,3110900091P
1,3110900323P
1,3110900325P
1,3110900083P
1,3110900103P
1,3110900099P
1,3110900100P
1,3110900138P
1,3110900328P
1,3110900087P
1,3110900088P
1,3110900094P
1,3110900093P
1,3110900326P
1,3110900092P
1,3110900322P
1,3110900095P
1,3110900117P
1,3110900096P
1,3110900097P
1,3110900098P
1,3110900115P
1,3110900111P
1,3110900113P
1,3110900110P
1,3110900124P
1,3110900112P
1,3110900218P
1,3110900116P
1,3110900119P
1,3110900120P
1,3110900118P
1,3110900207P
1,3110900332P
